name;capacity;capacity_cost;capacity_potential;carrier;carrier_cost;efficiency;expandable;from_bus;marginal_cost;output_parameters;region;tech;to_bus;type
GHM-electricity-heatpump_central;0.0;0.0;;electricity;0.0;GHM-efficiency-profile;False;GHM-electricity;0.0;{};GHM;heatpump_central;GHM-heat_central;conversion
