name;capacity;capacity_cost;capacity_potential;carrier;carrier_cost;efficiency;expandable;from_bus;marginal_cost;output_parameters;region;tech;to_bus;type
GHM-electricity-pth_central;0.0;0.0;;electricity;0.0;0.99;False;GHM-electricity;0.0;{};GHM;pth_central;GHM-heat_central;conversion
