name;capacity;capacity_cost;capacity_potential;carrier;carrier_cost;efficiency;expandable;from_bus;marginal_cost;output_parameters;region;tech;to_bus;type
GHM-electricity-pth_decentral;0.0;0.0;;electricity;0.0;1.0;False;GHM-electricity;0.0;{};GHM;pth_decentral;GHM-heat_decentral;conversion
