csrfmiddlewaretoken,mun_key_num,levy_rate,wea_area_max,wea_p_max,wea_area_ownertype1,wea_anteil_flaeche1,wea_area_ownertype2,wea_anteil_flaeche2,wea_area_ownertype3,wea_anteil_flaeche3,rotor_diameter,system_output,wea_eeg_share,wind_euro_share,ffpv_area_max,pv_p_max,ffpv_area_ownertype1,ffpv_anteil_flaeche1,apvv_area_ownertype1,apvh_area_ownertype1
MxDiENdkKPmWwCdMRRpKl55Dsr8Gxja6Dy2MfghD6zth27wBAoXRNmbFCpKeNvho,0,0,0,0,Privateigentum,0,Gewerbliches Eigentum,0,Gemeindeeigentum, 0, 0,0,100,100,200,0,Privateigentum,100,0,0
